Component_ID,Lot_ID,Component_Type,Temperature_C,Iddq_0h_uA,Iddq_24h_uA,Iddq_96h_uA,Iddq_168h_uA,Leakage_0h_uA,Leakage_24h_uA,Leakage_96h_uA,Leakage_168h_uA,Delay_0h_ns,Delay_24h_ns,Delay_96h_ns,Delay_168h_ns,Iddq_Max_Limit_uA,Leakage_Max_Limit_uA,Delay_Max_Limit_ns
IC00322,LOT02,MICROCONTROLLER,125.94,10.334,10.374,10.48,10.665,5.164,5.233,5.322,5.605,11.167,11.209,11.304,11.438,50.0,50.0,30.0
IC01974,LOT14,CMOS_LOGIC,123.74,8.736,9.155,9.494,9.835,4.482,4.581,4.795,5.109,9.675,9.701,9.786,9.879,50.0,50.0,30.0
IC01431,LOT11,MIXED_SIGNAL_IC,124.86,9.547,9.822,10.058,10.383,4.717,4.86,5.259,5.663,9.512,9.562,9.637,9.759,50.0,50.0,30.0
IC01949,LOT09,MIXED_SIGNAL_IC,124.61,10.097,10.559,10.751,11.137,5.223,5.446,5.639,5.884,10.944,10.985,11.084,11.205,50.0,50.0,30.0
IC01854,LOT14,MICROCONTROLLER,125.17,8.83,9.275,9.839,10.059,4.819,4.963,5.138,5.447,9.507,9.606,9.751,9.89,50.0,50.0,30.0
IC00676,LOT16,MIXED_SIGNAL_IC,123.06,9.453,9.816,9.992,10.337,4.336,4.476,4.754,4.899,9.628,9.673,9.744,9.852,50.0,50.0,30.0
IC00745,LOT05,SRAM,126.42,9.726,10.052,10.125,10.417,4.65,4.847,5.119,5.332,9.279,9.316,9.337,9.399,50.0,50.0,30.0
IC01553,LOT13,SRAM,128.43,10.818,11.35,11.617,11.94,5.439,5.554,5.821,6.206,10.734,10.759,10.835,10.819,50.0,50.0,30.0
IC00045,LOT05,MIXED_SIGNAL_IC,126.67,9.861,10.108,10.436,10.923,4.399,4.622,4.869,5.068,9.423,9.466,9.533,9.609,50.0,50.0,30.0
IC01820,LOT20,MIXED_SIGNAL_IC,124.86,9.951,10.247,10.303,10.484,4.626,4.789,5.008,5.327,9.401,9.457,9.538,9.67,50.0,50.0,30.0
IC01920,LOT20,MIXED_SIGNAL_IC,122.54,10.32,10.539,10.551,10.823,4.758,4.899,5.081,5.311,9.772,9.808,9.835,10.009,50.0,50.0,30.0
IC00285,LOT05,CMOS_LOGIC,127.07,9.962,12.204,20.089,29.008,4.526,6.018,10.724,15.848,9.601,10.275,12.209,14.908,50.0,50.0,30.0
IC01954,LOT14,MIXED_SIGNAL_IC,124.55,8.8,8.949,9.21,9.389,4.926,5.198,5.44,5.767,8.768,8.817,8.857,8.931,50.0,50.0,30.0
IC01662,LOT02,MICROCONTROLLER,125.87,10.53,10.561,10.782,11.225,5.83,5.975,6.282,6.568,10.71,10.686,10.771,10.886,50.0,50.0,30.0
IC01990,LOT10,CMOS_LOGIC,124.7,10.268,10.719,11.004,11.397,5.364,5.557,5.855,6.001,10.315,10.344,10.425,10.565,50.0,50.0,30.0
IC01688,LOT08,SRAM,126.2,11.166,11.598,11.916,12.066,5.177,5.329,5.515,5.725,10.968,11.023,11.134,11.211,50.0,50.0,30.0
IC00519,LOT19,CMOS_LOGIC,127.76,9.822,10.36,10.597,11.049,4.897,5.118,5.332,5.466,9.836,9.883,9.968,10.132,50.0,50.0,30.0
IC00506,LOT06,MICROCONTROLLER,123.73,9.414,9.922,10.23,10.723,4.64,4.697,4.944,5.183,9.725,9.744,9.747,9.877,50.0,50.0,30.0
IC00932,LOT12,MICROCONTROLLER,124.69,10.94,11.334,11.684,12.096,5.729,5.881,6.084,6.406,10.793,10.801,10.833,10.91,50.0,50.0,30.0
IC01335,LOT15,CMOS_LOGIC,124.66,8.969,9.371,9.663,9.905,5.29,5.386,5.707,6.127,8.771,8.809,8.871,9.028,50.0,50.0,30.0
IC01381,LOT01,MIXED_SIGNAL_IC,125.39,9.503,9.983,10.299,10.517,4.792,4.91,5.285,5.563,9.692,9.725,9.74,9.756,50.0,50.0,30.0
IC00485,LOT05,MICROCONTROLLER,122.02,9.186,9.56,9.581,9.927,4.739,4.915,5.069,5.452,9.556,9.649,9.722,9.792,50.0,50.0,30.0
IC00652,LOT12,MICROCONTROLLER,123.02,10.502,10.816,10.979,11.226,5.45,5.618,5.831,6.178,10.978,11.017,11.059,11.288,50.0,50.0,30.0
IC00765,LOT05,CMOS_LOGIC,129.3,9.572,9.938,10.167,10.229,4.706,4.81,4.953,5.191,10.137,10.211,10.322,10.497,50.0,50.0,30.0
IC01859,LOT19,SRAM,121.78,9.513,9.956,10.872,52.97,4.908,5.103,5.09,72.894,9.445,9.534,9.765,48.144,50.0,50.0,30.0
IC00007,LOT07,MIXED_SIGNAL_IC,122.07,8.824,9.478,9.596,10.006,4.476,4.586,4.75,5.024,8.763,8.755,8.808,8.901,50.0,50.0,30.0
IC01462,LOT02,MICROCONTROLLER,122.94,9.756,10.067,10.341,10.738,5.25,5.448,5.486,5.724,10.37,10.476,10.538,10.695,50.0,50.0,30.0
IC01418,LOT18,MICROCONTROLLER,123.29,9.687,9.892,10.048,10.483,5.035,5.225,5.424,5.663,10.074,10.136,10.232,10.395,50.0,50.0,30.0
IC00106,LOT06,SRAM,126.34,10.219,10.45,10.722,10.922,4.572,4.855,5.034,5.294,9.888,9.911,10.065,10.26,50.0,50.0,30.0
IC01970,LOT10,SRAM,124.76,10.619,10.905,11.245,11.605,4.826,4.938,5.104,5.323,10.463,10.588,10.696,10.89,50.0,50.0,30.0
IC00817,LOT17,SRAM,124.24,9.869,9.869,9.992,10.608,4.594,4.773,5.103,5.328,9.157,9.188,9.337,9.456,50.0,50.0,30.0
IC00191,LOT11,MIXED_SIGNAL_IC,129.9,8.916,9.193,9.438,9.71,4.747,4.866,5.083,5.371,9.391,9.411,9.475,9.564,50.0,50.0,30.0
IC00395,LOT15,CMOS_LOGIC,126.46,9.923,10.081,10.139,10.28,4.907,5.002,5.311,5.641,9.788,9.82,9.912,9.978,50.0,50.0,30.0
IC01627,LOT07,MIXED_SIGNAL_IC,124.34,9.43,11.651,20.422,31.786,4.824,7.009,11.168,18.47,9.134,9.662,12.462,16.595,50.0,50.0,30.0
IC00612,LOT12,CMOS_LOGIC,124.36,10.067,10.312,10.563,10.676,5.467,5.625,5.803,5.983,10.449,10.501,10.513,10.617,50.0,50.0,30.0
IC01835,LOT15,MIXED_SIGNAL_IC,124.3,9.658,10.022,10.317,10.695,4.476,4.604,4.879,5.275,9.598,9.622,9.652,9.748,50.0,50.0,30.0
IC00296,LOT16,MIXED_SIGNAL_IC,122.15,9.129,9.454,9.741,9.909,4.66,4.758,5.084,5.275,9.7,9.816,9.886,9.987,50.0,50.0,30.0
IC01735,LOT15,SRAM,126.9,9.424,12.052,21.009,29.985,4.697,6.906,10.241,17.009,9.727,10.398,13.356,15.421,50.0,50.0,30.0
IC01322,LOT02,MIXED_SIGNAL_IC,127.67,10.905,10.964,11.326,11.61,5.655,5.778,5.874,6.124,11.115,11.166,11.194,11.22,50.0,50.0,30.0
IC01458,LOT18,MICROCONTROLLER,124.66,10.143,10.306,10.329,10.656,4.822,4.974,5.134,5.281,10.115,10.176,10.217,10.31,50.0,50.0,30.0
IC00074,LOT14,MIXED_SIGNAL_IC,121.27,9.016,9.518,9.713,10.143,4.751,4.899,5.087,5.408,9.742,9.818,9.835,10.009,50.0,50.0,30.0
IC00762,LOT02,MICROCONTROLLER,123.06,10.992,11.406,11.45,11.832,5.692,5.842,6.102,6.425,10.729,10.782,10.838,10.977,50.0,50.0,30.0
IC01678,LOT18,SRAM,126.05,10.034,10.525,10.839,10.982,5.114,5.224,5.425,5.757,10.149,10.139,10.238,10.375,50.0,50.0,30.0
IC00809,LOT09,MICROCONTROLLER,126.59,9.913,10.389,10.475,10.771,5.042,5.23,5.569,5.771,10.143,10.148,10.257,10.365,50.0,50.0,30.0
IC00769,LOT09,MICROCONTROLLER,128.94,9.211,9.378,9.627,9.673,5.123,5.276,5.477,5.781,10.139,10.125,10.291,10.478,50.0,50.0,30.0
IC01981,LOT01,SRAM,121.36,9.44,9.76,10.176,10.433,4.516,4.683,4.79,4.968,9.62,9.722,9.858,10.037,50.0,50.0,30.0
IC00238,LOT18,CMOS_LOGIC,123.29,10.009,10.123,10.404,10.837,5.034,5.213,5.413,5.616,9.656,9.662,9.775,9.921,50.0,50.0,30.0
IC00732,LOT12,CMOS_LOGIC,128.37,10.58,10.917,11.117,64.611,5.366,5.459,5.822,62.582,11.185,11.269,11.482,35.527,50.0,50.0,30.0
IC00799,LOT19,SRAM,128.23,9.898,10.416,10.625,10.955,5.007,5.114,5.22,5.517,9.637,9.627,9.716,9.827,50.0,50.0,30.0
IC01342,LOT02,SRAM,124.8,10.168,10.406,11.003,65.823,5.218,5.358,5.616,60.564,10.495,10.583,10.751,40.57,50.0,50.0,30.0
IC00445,LOT05,SRAM,126.95,8.894,8.977,9.181,9.509,4.68,4.998,5.236,5.627,9.07,9.118,9.22,9.313,50.0,50.0,30.0
IC00867,LOT07,MICROCONTROLLER,123.26,9.09,9.355,9.515,9.801,4.528,4.647,4.822,5.002,9.242,9.314,9.443,9.5,50.0,50.0,30.0
IC00951,LOT11,MIXED_SIGNAL_IC,125.81,9.926,10.405,10.558,10.968,4.389,4.594,4.703,5.042,9.399,9.425,9.519,9.671,50.0,50.0,30.0
IC01566,LOT06,SRAM,125.12,9.569,9.95,10.106,10.461,4.649,4.827,4.973,5.295,9.375,9.48,9.641,9.728,50.0,50.0,30.0
IC01535,LOT15,CMOS_LOGIC,127.14,8.723,9.238,9.62,54.051,4.69,5.017,5.446,61.505,9.572,9.733,9.994,39.13,50.0,50.0,30.0
IC00014,LOT14,MIXED_SIGNAL_IC,124.94,9.484,9.877,10.253,10.512,4.945,5.04,5.204,5.511,9.386,9.44,9.545,9.733,50.0,50.0,30.0
IC01036,LOT16,CMOS_LOGIC,124.54,8.833,9.259,9.452,9.784,4.351,4.503,4.66,4.92,9.926,9.958,10.077,10.167,50.0,50.0,30.0
IC01672,LOT12,MICROCONTROLLER,125.4,11.124,13.522,20.55,32.766,5.242,7.034,10.466,16.725,10.448,11.342,13.592,17.034,50.0,50.0,30.0
IC01597,LOT17,CMOS_LOGIC,124.23,9.949,10.29,10.5,10.594,4.807,4.969,5.196,5.543,9.503,9.59,9.648,9.737,50.0,50.0,30.0
IC00794,LOT14,CMOS_LOGIC,125.63,9.832,10.048,10.415,10.526,4.538,4.712,4.937,5.281,9.2,9.257,9.284,9.336,50.0,50.0,30.0
IC00152,LOT12,CMOS_LOGIC,123.9,10.754,10.877,11.147,11.453,5.767,5.927,6.144,6.376,10.24,10.35,10.366,10.424,50.0,50.0,30.0
IC01174,LOT14,MIXED_SIGNAL_IC,125.71,9.499,9.8,10.243,10.514,5.026,5.232,5.467,5.793,9.076,9.093,9.141,9.242,50.0,50.0,30.0
IC00946,LOT06,SRAM,125.68,9.518,11.812,17.386,26.225,4.867,5.935,12.093,19.796,9.144,10.134,12.825,16.804,50.0,50.0,30.0
IC00926,LOT06,MICROCONTROLLER,123.0,9.03,9.343,9.553,9.894,4.878,4.967,5.218,5.465,9.282,9.301,9.402,9.464,50.0,50.0,30.0
IC00280,LOT20,SRAM,129.8,10.111,10.438,10.809,11.007,4.744,4.804,4.998,5.241,9.364,9.436,9.554,9.651,50.0,50.0,30.0
IC01297,LOT17,MICROCONTROLLER,127.86,9.767,9.977,10.605,58.06,4.873,5.158,5.468,53.05,10.134,10.219,10.484,36.99,50.0,50.0,30.0
IC00261,LOT01,MIXED_SIGNAL_IC,123.54,9.822,10.012,10.178,10.584,4.686,4.81,5.072,5.335,10.738,10.772,10.822,10.882,50.0,50.0,30.0
IC01262,LOT02,CMOS_LOGIC,125.52,11.203,11.479,11.766,12.131,5.567,5.663,5.82,5.938,10.424,10.516,10.582,10.706,50.0,50.0,30.0
IC01557,LOT17,CMOS_LOGIC,124.24,9.36,9.696,9.92,10.212,5.015,5.183,5.349,5.678,9.877,9.875,9.924,9.978,50.0,50.0,30.0
IC00984,LOT04,MICROCONTROLLER,122.26,9.759,9.969,10.181,10.475,5.067,5.176,5.452,5.513,10.858,10.887,10.999,11.085,50.0,50.0,30.0
IC00886,LOT06,MIXED_SIGNAL_IC,126.55,9.414,9.676,9.853,10.067,4.464,4.619,4.802,5.03,9.796,9.9,10.041,10.061,50.0,50.0,30.0
IC01834,LOT14,MIXED_SIGNAL_IC,126.89,9.407,9.767,9.948,10.351,4.656,4.777,4.938,5.376,9.526,9.526,9.638,9.647,50.0,50.0,30.0
IC00443,LOT03,MIXED_SIGNAL_IC,125.26,11.353,11.802,11.878,12.119,5.285,5.397,5.625,5.946,10.344,10.413,10.512,10.594,50.0,50.0,30.0
IC00898,LOT18,SRAM,126.72,9.56,10.036,10.19,10.492,4.846,5.042,5.297,5.582,11.159,11.26,11.335,11.416,50.0,50.0,30.0
IC01481,LOT01,CMOS_LOGIC,124.15,10.068,10.371,10.772,10.995,4.637,4.708,4.793,5.02,9.874,9.907,9.975,10.06,50.0,50.0,30.0
IC01745,LOT05,MIXED_SIGNAL_IC,121.48,9.656,9.876,10.015,10.346,4.618,4.728,5.022,5.206,9.153,9.151,9.23,9.228,50.0,50.0,30.0
IC00363,LOT03,MICROCONTROLLER,124.21,9.933,10.39,10.578,10.717,5.245,5.393,5.531,5.849,10.155,10.173,10.252,10.43,50.0,50.0,30.0
IC01996,LOT16,SRAM,122.12,9.438,9.629,9.853,10.206,5.059,5.181,5.32,5.498,9.218,9.276,9.379,9.511,50.0,50.0,30.0
IC01279,LOT19,CMOS_LOGIC,125.41,9.721,9.997,10.11,10.376,5.305,5.483,5.663,5.915,9.723,9.727,9.784,9.991,50.0,50.0,30.0
IC01105,LOT05,MICROCONTROLLER,127.24,8.553,8.688,8.892,9.286,4.45,4.562,4.74,4.966,9.081,9.167,9.283,9.391,50.0,50.0,30.0
IC00461,LOT01,SRAM,126.47,10.661,11.145,11.541,11.766,5.372,5.479,5.725,5.996,9.833,9.867,9.976,10.003,50.0,50.0,30.0
IC01437,LOT17,MIXED_SIGNAL_IC,121.47,10.164,10.54,10.744,10.857,4.749,4.859,4.985,5.137,9.103,9.064,9.148,9.2,50.0,50.0,30.0
IC01318,LOT18,SRAM,128.25,10.161,10.414,10.565,10.887,5.533,5.65,5.867,6.205,9.871,9.82,9.92,9.997,50.0,50.0,30.0
IC00862,LOT02,SRAM,121.14,11.214,11.556,12.05,12.441,5.389,5.497,5.696,5.956,10.466,10.543,10.632,10.827,50.0,50.0,30.0
IC00328,LOT08,SRAM,123.87,10.255,10.485,10.645,10.919,5.19,5.27,5.597,5.802,10.837,10.92,11.008,11.059,50.0,50.0,30.0
IC00743,LOT03,SRAM,126.16,10.664,11.076,11.512,11.647,5.41,5.593,5.797,6.006,10.172,10.179,10.301,10.411,50.0,50.0,30.0
IC01959,LOT19,MIXED_SIGNAL_IC,127.93,11.226,11.778,12.021,12.746,5.158,5.408,5.606,5.897,10.008,10.063,10.173,10.244,50.0,50.0,30.0
IC00239,LOT19,CMOS_LOGIC,121.91,9.284,9.796,10.388,60.594,4.918,5.104,5.436,74.379,10.114,10.223,10.382,49.498,50.0,50.0,30.0
IC01360,LOT20,CMOS_LOGIC,123.72,8.613,8.655,8.937,9.141,4.844,5.117,5.303,5.496,9.844,9.928,10.028,10.172,50.0,50.0,30.0
IC00750,LOT10,CMOS_LOGIC,125.37,9.664,10.057,10.316,10.619,5.573,5.769,5.941,6.041,10.832,10.901,10.936,10.988,50.0,50.0,30.0
IC01042,LOT02,MIXED_SIGNAL_IC,125.78,10.371,10.827,11.151,11.67,5.21,5.494,5.682,5.867,11.332,11.308,11.478,11.556,50.0,50.0,30.0
IC00110,LOT10,MIXED_SIGNAL_IC,125.29,10.51,10.741,11.034,11.348,4.889,4.98,5.118,5.396,10.488,10.529,10.576,10.63,50.0,50.0,30.0
IC01288,LOT08,CMOS_LOGIC,125.12,10.92,11.188,11.231,11.413,5.139,5.263,5.559,5.881,10.869,10.984,11.13,11.203,50.0,50.0,30.0
IC01630,LOT10,SRAM,124.75,10.551,10.801,11.08,11.325,5.546,5.759,6.034,6.265,10.041,10.117,10.279,10.431,50.0,50.0,30.0
IC01995,LOT15,MIXED_SIGNAL_IC,125.34,9.825,10.168,10.054,10.197,4.48,4.672,4.939,5.158,10.078,10.134,10.243,10.409,50.0,50.0,30.0
IC00107,LOT07,SRAM,130.02,9.335,9.763,10.115,10.425,4.505,4.733,4.87,5.096,9.608,9.623,9.734,9.805,50.0,50.0,30.0
IC00044,LOT04,CMOS_LOGIC,124.46,9.689,10.105,10.472,10.938,4.96,5.17,5.256,5.528,9.94,9.948,10.007,10.116,50.0,50.0,30.0
IC01001,LOT01,MIXED_SIGNAL_IC,124.92,10.467,11.174,11.457,54.62,4.785,5.093,5.417,56.427,9.7,9.709,9.982,42.947,50.0,50.0,30.0
IC01808,LOT08,CMOS_LOGIC,125.53,11.064,11.442,11.773,11.992,5.079,5.266,5.4,5.688,10.419,10.468,10.493,10.571,50.0,50.0,30.0
IC00305,LOT05,SRAM,125.94,9.332,9.621,9.738,10.229,4.867,4.993,5.151,5.532,9.744,9.818,9.909,9.96,50.0,50.0,30.0
IC01373,LOT13,MICROCONTROLLER,125.6,11.234,11.491,11.768,12.074,5.397,5.626,5.89,6.188,10.667,10.69,10.779,10.848,50.0,50.0,30.0
IC00420,LOT20,MICROCONTROLLER,123.69,9.313,9.45,9.847,10.206,4.888,5.144,5.399,5.548,9.314,9.367,9.407,9.424,50.0,50.0,30.0
IC00145,LOT05,SRAM,122.99,9.444,11.761,20.289,32.408,4.524,6.606,10.557,17.569,9.884,10.456,11.997,15.954,50.0,50.0,30.0
IC01587,LOT07,SRAM,123.54,8.679,12.44,20.98,31.619,5.292,6.462,10.409,17.694,9.095,10.12,12.601,16.208,50.0,50.0,30.0
IC01233,LOT13,MICROCONTROLLER,123.02,10.425,10.796,11.043,11.156,5.451,5.513,5.822,5.979,10.363,10.388,10.505,10.545,50.0,50.0,30.0
IC00396,LOT16,CMOS_LOGIC,126.51,9.287,9.541,9.856,10.129,4.78,4.891,5.114,5.494,9.086,9.155,9.287,9.358,50.0,50.0,30.0
IC00022,LOT02,SRAM,124.92,10.892,11.298,11.614,11.829,5.515,5.557,5.672,5.868,10.481,10.578,10.72,10.798,50.0,50.0,30.0
IC01888,LOT08,MICROCONTROLLER,123.32,10.615,11.11,11.485,11.961,5.507,5.66,5.772,6.059,10.29,10.272,10.339,10.448,50.0,50.0,30.0
IC00466,LOT06,SRAM,122.46,10.106,12.277,18.011,29.803,4.973,6.006,11.866,16.935,9.515,10.475,12.332,15.86,50.0,50.0,30.0
IC00834,LOT14,CMOS_LOGIC,126.27,10.182,10.407,10.422,10.536,4.814,4.924,5.162,5.319,10.17,10.193,10.223,10.29,50.0,50.0,30.0
IC01611,LOT11,SRAM,128.13,9.229,9.684,10.086,10.468,5.225,5.343,5.62,5.906,9.468,9.466,9.587,9.606,50.0,50.0,30.0
IC00486,LOT06,CMOS_LOGIC,123.1,10.142,10.176,10.286,10.454,4.681,4.881,5.142,5.418,9.389,9.472,9.545,9.705,50.0,50.0,30.0
IC01608,LOT08,MICROCONTROLLER,126.61,10.381,10.729,10.946,11.282,5.215,5.441,5.79,6.001,10.61,10.746,10.806,10.95,50.0,50.0,30.0
IC00685,LOT05,SRAM,127.14,9.236,9.516,9.873,10.305,4.92,5.116,5.306,5.503,9.131,9.138,9.278,9.383,50.0,50.0,30.0
IC01596,LOT16,MIXED_SIGNAL_IC,124.1,9.675,9.989,10.303,10.655,4.629,4.786,5.001,5.453,9.332,9.353,9.431,9.442,50.0,50.0,30.0
IC00516,LOT16,MIXED_SIGNAL_IC,126.64,9.01,9.264,9.359,9.611,5.054,5.205,5.444,5.647,10.348,10.46,10.495,10.508,50.0,50.0,30.0
IC01732,LOT12,SRAM,124.78,10.583,10.898,11.173,11.47,5.45,5.621,5.81,6.11,11.792,11.811,11.862,11.897,50.0,50.0,30.0
IC01956,LOT16,MICROCONTROLLER,129.28,9.73,9.958,10.301,10.514,4.761,4.929,5.027,5.36,9.981,10.013,10.038,10.09,50.0,50.0,30.0
IC01509,LOT09,CMOS_LOGIC,123.82,9.869,10.218,10.642,10.693,5.516,5.68,5.81,5.982,9.989,10.009,10.073,10.127,50.0,50.0,30.0
IC00565,LOT05,CMOS_LOGIC,122.9,8.839,8.857,9.031,9.52,4.838,4.901,5.116,5.285,9.527,9.548,9.705,9.811,50.0,50.0,30.0
IC00746,LOT06,MIXED_SIGNAL_IC,123.82,9.543,9.901,10.175,10.568,4.682,4.769,4.945,5.177,9.213,9.281,9.33,9.475,50.0,50.0,30.0
IC01503,LOT03,MICROCONTROLLER,128.21,11.181,11.395,11.553,11.894,5.35,5.559,5.673,5.891,10.902,10.904,11.001,11.2,50.0,50.0,30.0
IC00931,LOT11,MICROCONTROLLER,128.06,8.774,8.936,9.329,9.64,4.233,4.262,4.484,4.653,9.094,9.147,9.243,9.305,50.0,50.0,30.0
IC00262,LOT02,SRAM,126.98,10.507,14.011,22.258,34.987,5.725,7.195,13.199,18.858,10.33,11.324,13.859,17.554,50.0,50.0,30.0
IC01421,LOT01,MIXED_SIGNAL_IC,121.75,9.802,10.149,10.344,10.717,4.733,4.901,5.053,5.229,9.335,9.329,9.451,9.578,50.0,50.0,30.0
IC01963,LOT03,MICROCONTROLLER,126.79,11.118,11.404,11.739,11.994,4.751,4.831,4.942,5.275,9.796,9.889,9.994,10.092,50.0,50.0,30.0
IC00373,LOT13,MIXED_SIGNAL_IC,128.46,10.62,13.044,20.125,30.498,5.581,6.969,12.834,22.332,10.925,11.973,13.524,15.741,50.0,50.0,30.0
IC01986,LOT06,CMOS_LOGIC,122.15,9.814,10.188,10.387,10.7,4.734,4.937,5.207,5.53,9.004,9.056,9.097,9.181,50.0,50.0,30.0
IC00146,LOT06,SRAM,126.91,9.079,9.3,9.514,9.652,4.957,5.058,5.225,5.545,9.233,9.293,9.381,9.524,50.0,50.0,30.0
IC01991,LOT11,SRAM,123.52,9.428,9.843,10.115,10.326,4.504,4.714,4.937,5.319,8.541,8.574,8.709,8.821,50.0,50.0,30.0
IC00893,LOT13,SRAM,124.76,11.025,11.535,11.692,12.146,5.128,5.19,5.405,5.675,10.872,10.863,10.91,10.964,50.0,50.0,30.0
IC01760,LOT20,MICROCONTROLLER,123.65,9.391,9.636,9.759,10.208,5.08,5.294,5.534,5.937,8.813,8.863,8.968,8.988,50.0,50.0,30.0
IC01586,LOT06,CMOS_LOGIC,125.43,10.053,10.644,10.793,11.116,4.626,4.791,4.99,5.243,9.565,9.58,9.674,9.683,50.0,50.0,30.0
IC01283,LOT03,MIXED_SIGNAL_IC,123.05,10.109,10.392,10.757,11.007,5.187,5.342,5.719,5.873,10.52,10.553,10.56,10.672,50.0,50.0,30.0
IC00442,LOT02,MICROCONTROLLER,122.04,10.415,10.565,10.631,11.12,5.335,5.448,5.728,5.965,10.917,10.961,11.058,11.114,50.0,50.0,30.0
IC01964,LOT04,MIXED_SIGNAL_IC,123.14,10.037,10.46,10.894,11.293,5.606,5.725,5.885,6.37,9.889,10.018,10.11,10.193,50.0,50.0,30.0
IC00742,LOT02,SRAM,128.03,11.23,11.812,12.176,12.365,5.379,5.535,5.711,5.951,10.795,10.796,10.86,11.05,50.0,50.0,30.0
IC01945,LOT05,CMOS_LOGIC,122.02,9.368,9.74,10.203,10.341,4.565,4.703,4.842,4.985,9.216,9.245,9.283,9.394,50.0,50.0,30.0
IC00875,LOT15,CMOS_LOGIC,123.9,9.793,9.975,10.061,10.359,4.878,5.037,5.286,5.524,9.237,9.28,9.349,9.456,50.0,50.0,30.0
IC00772,LOT12,MICROCONTROLLER,124.8,10.847,10.733,10.973,11.291,5.64,5.732,5.905,6.262,11.073,11.139,11.199,11.29,50.0,50.0,30.0
IC01966,LOT06,CMOS_LOGIC,124.09,8.829,9.098,9.283,9.788,4.879,5.017,5.212,5.598,9.888,9.924,9.977,10.118,50.0,50.0,30.0
IC01079,LOT19,MICROCONTROLLER,124.02,9.244,9.497,9.832,10.066,5.041,5.22,5.43,5.595,9.596,9.681,9.799,9.948,50.0,50.0,30.0
IC01285,LOT05,SRAM,122.58,9.417,9.629,9.844,10.081,4.71,4.796,4.962,5.249,9.126,9.178,9.218,9.275,50.0,50.0,30.0
IC00855,LOT15,CMOS_LOGIC,123.38,9.494,9.598,9.842,10.112,4.939,5.054,5.222,5.487,9.816,9.814,9.921,10.002,50.0,50.0,30.0
IC01802,LOT02,SRAM,123.84,10.173,10.666,10.994,11.423,5.094,5.297,5.483,5.864,10.251,10.274,10.434,10.54,50.0,50.0,30.0
IC00634,LOT14,CMOS_LOGIC,124.16,8.84,9.122,9.292,9.617,4.358,4.516,4.604,4.709,8.842,8.903,8.989,9.067,50.0,50.0,30.0
IC00331,LOT11,MIXED_SIGNAL_IC,126.27,8.962,9.166,9.178,9.494,4.372,4.479,4.784,5.083,9.143,9.195,9.256,9.362,50.0,50.0,30.0
IC00727,LOT07,SRAM,125.06,9.516,9.686,9.81,10.244,4.702,4.852,5.041,5.268,9.544,9.6,9.67,9.669,50.0,50.0,30.0
IC00827,LOT07,MICROCONTROLLER,125.97,9.828,10.35,10.793,10.919,4.512,4.585,4.711,5.088,9.206,9.232,9.253,9.414,50.0,50.0,30.0
IC01518,LOT18,MIXED_SIGNAL_IC,124.82,10.157,12.359,20.742,31.975,5.051,6.095,11.596,20.907,9.885,10.847,12.102,16.247,50.0,50.0,30.0
IC00297,LOT17,MIXED_SIGNAL_IC,125.58,9.552,9.991,10.246,10.286,4.655,4.774,5.099,5.373,10.079,10.157,10.233,10.322,50.0,50.0,30.0
IC00534,LOT14,CMOS_LOGIC,122.96,9.012,9.238,9.326,9.553,4.516,4.664,4.781,4.939,9.713,9.848,9.893,9.977,50.0,50.0,30.0
IC01690,LOT10,SRAM,124.69,11.064,11.258,11.48,11.578,5.506,5.623,5.854,6.075,10.293,10.319,10.397,10.484,50.0,50.0,30.0
IC01225,LOT05,SRAM,129.68,9.025,9.264,9.425,9.867,4.98,5.195,5.426,5.635,9.846,9.94,9.986,10.157,50.0,50.0,30.0
IC00785,LOT05,CMOS_LOGIC,126.61,9.014,9.448,9.654,10.054,4.898,4.96,5.218,5.577,9.151,9.149,9.225,9.342,50.0,50.0,30.0
IC01520,LOT20,SRAM,124.46,9.397,9.66,9.888,10.27,4.595,4.841,5.003,5.173,10.475,10.475,10.619,10.667,50.0,50.0,30.0
IC00661,LOT01,SRAM,124.07,9.39,9.708,9.913,10.241,5.118,5.368,5.541,5.748,9.702,9.719,9.797,9.893,50.0,50.0,30.0
IC00800,LOT20,SRAM,122.76,9.798,10.082,10.41,10.664,5.056,5.151,5.332,5.576,9.95,9.933,10.048,10.009,50.0,50.0,30.0
IC01753,LOT13,CMOS_LOGIC,126.68,10.815,11.316,11.518,11.913,5.709,5.802,5.927,6.175,10.326,10.438,10.568,10.675,50.0,50.0,30.0
IC01459,LOT19,MIXED_SIGNAL_IC,128.53,10.251,10.67,10.991,11.396,5.262,5.346,5.538,5.94,9.94,9.935,10.087,10.274,50.0,50.0,30.0
IC01731,LOT11,MIXED_SIGNAL_IC,126.38,9.193,11.789,18.964,26.989,4.718,7.216,12.88,19.089,9.174,10.152,11.88,14.104,50.0,50.0,30.0
IC00389,LOT09,SRAM,129.24,10.228,10.515,10.961,11.278,5.492,5.727,6.067,6.301,10.303,10.367,10.486,10.625,50.0,50.0,30.0
IC00548,LOT08,SRAM,127.87,9.826,12.484,19.518,27.637,5.357,6.827,12.696,20.466,10.419,11.235,12.949,15.694,50.0,50.0,30.0
